isbn13,anger,disgust,fear,joy,sadness,surprise,neutral,dominant_emotion,max_score
9780007105045,0.01876893639564514,0.11165907233953476,0.07440397888422012,0.16194814443588257,0.018386758863925934,0.07987619191408157,0.8972721099853516,neutral,0.8972721099853516
9780007111503,0.019309096038341522,0.010724370367825031,0.5773195028305054,0.5923796892166138,0.9700168967247009,0.15698648989200592,0.20081216096878052,sadness,0.9700168967247009
9780007113804,0.16889677941799164,0.21034252643585205,0.9762305021286011,0.043399397283792496,0.5748463273048401,0.16743884980678558,0.5893852114677429,fear,0.9762305021286011
9780007116263,0.004902252461761236,0.009476800449192524,0.013261763378977776,0.14006531238555908,0.006113980896770954,0.05535663664340973,0.8274374604225159,neutral,0.8274374604225159
9780007117536,0.06195647642016411,0.032617561519145966,0.24014751613140106,0.8367841243743896,0.3973885774612427,0.6285684704780579,0.5635735392570496,joy,0.8367841243743896
9780007119332,0.040544845163822174,0.9439831376075745,0.6172565817832947,0.03431243076920509,0.357760488986969,0.8509431481361389,0.8067115545272827,disgust,0.9439831376075745
9780007119356,0.08205050230026245,0.802846372127533,0.1705758273601532,0.004751869011670351,0.3503688871860504,0.06762941926717758,0.20197723805904388,disgust,0.802846372127533
9780007120680,0.11856541037559509,0.11242003738880157,0.4782816767692566,0.002757122740149498,0.05561557412147522,0.009800500236451626,0.22255964577198029,fear,0.4782816767692566
9780007120697,0.05053337290883064,0.9243181943893433,0.9595137238502502,0.003031575120985508,0.0075769005343317986,0.0036920085549354553,0.019152289256453514,fear,0.9595137238502502
9780007120819,0.5636680126190186,0.8587640523910522,0.1901702731847763,0.00859786942601204,0.46956685185432434,0.7590748071670532,0.22029371559619904,disgust,0.8587640523910522
9780007120864,0.9127215147018433,0.11138687282800674,0.638163149356842,0.5314649939537048,0.10732768476009369,0.14509080350399017,0.589489221572876,anger,0.9127215147018433
9780007120871,0.06835658848285675,0.08605793118476868,0.9738491177558899,0.007262131664901972,0.7694334983825684,0.8254463076591492,0.42836007475852966,fear,0.9738491177558899
9780007120963,0.3252207338809967,0.1400243639945984,0.5933335423469543,0.156220942735672,0.5693402886390686,0.9811505675315857,0.5372973680496216,surprise,0.9811505675315857
9780007120987,0.023552486672997475,0.060402706265449524,0.9760638475418091,0.13721998035907745,0.7764170169830322,0.07645703852176666,0.865144670009613,fear,0.9760638475418091
9780007121007,0.6101740598678589,0.8359774947166443,0.9725083708763123,0.0025470901746302843,0.37989169359207153,0.03718161955475807,0.34460604190826416,fear,0.9725083708763123
9780007121014,0.07121650129556656,0.030527697876095772,0.5876767039299011,0.038011353462934494,0.9378604888916016,0.0933573991060257,0.22360029816627502,sadness,0.9378604888916016
9780007121021,0.16681554913520813,0.24831236898899078,0.7384974956512451,0.3754803538322449,0.8710306882858276,0.22569507360458374,0.5742414593696594,sadness,0.8710306882858276
9780007121106,0.18091024458408356,0.3918682634830475,0.47671499848365784,0.023855112493038177,0.06429876387119293,0.7972232699394226,0.8440924286842346,neutral,0.8440924286842346
9780007124015,0.04584389925003052,0.012269498780369759,0.025627201423048973,0.08712135255336761,0.03732462227344513,0.04462656006217003,0.8964887857437134,neutral,0.8964887857437134
9780007126903,0.011093027889728546,0.02966337651014328,0.027536116540431976,0.3863472640514374,0.02738509140908718,0.12571080029010773,0.8452308773994446,neutral,0.8452308773994446
9780007129652,0.8705507516860962,0.06237579882144928,0.843632698059082,0.9622868895530701,0.014276009052991867,0.017206449061632156,0.9160398840904236,joy,0.9622868895530701
9780007130313,0.03429488465189934,0.12350483238697052,0.06451154500246048,0.019863827154040337,0.7409042119979858,0.015435894019901752,0.18964211642742157,sadness,0.7409042119979858
9780007135653,0.009933916851878166,0.025223998352885246,0.01683877222239971,0.17000357806682587,0.015803920105099678,0.0831187292933464,0.9473812580108643,neutral,0.9473812580108643
9780007136582,0.012297925539314747,0.01013346016407013,0.016086814925074577,0.6473636627197266,0.015130414627492428,0.2159418761730194,0.873189389705658,neutral,0.873189389705658
9780007136599,0.007291237823665142,0.0046382867731153965,0.004683959297835827,0.07703018933534622,0.010946330614387989,0.04973722994327545,0.9194052815437317,neutral,0.9194052815437317
9780007137336,0.031307682394981384,0.02153949625790119,0.9570423364639282,0.005089229438453913,0.009546192362904549,0.01505198609083891,0.936063826084137,fear,0.9570423364639282
9780007149124,0.015027347952127457,0.00770735926926136,0.009123878553509712,0.18901540338993073,0.018439926207065582,0.13569943606853485,0.6249866485595703,neutral,0.6249866485595703
9780007149827,0.3819131851196289,0.580439031124115,0.9770892262458801,0.8364539742469788,0.8095313906669617,0.02647344022989273,0.6414942145347595,fear,0.9770892262458801
9780007151240,0.49331793189048767,0.24445848166942596,0.01626572385430336,0.13257592916488647,0.03400814160704613,0.18939636647701263,0.5256200432777405,neutral,0.5256200432777405
9780007151677,0.02580098807811737,0.028789754956960678,0.24037465453147888,0.944542646408081,0.9474648237228394,0.13100309669971466,0.574322521686554,sadness,0.9474648237228394
9780007153589,0.00853332132101059,0.03539859876036644,0.02301872707903385,0.7765659093856812,0.09689510613679886,0.11714322119951248,0.8286392092704773,neutral,0.8286392092704773
9780007154845,0.01485376711934805,0.03966188058257103,0.7355020642280579,0.6103828549385071,0.023177538067102432,0.7157109975814819,0.2897937297821045,fear,0.7355020642280579
9780007154883,0.01330716535449028,0.03581447899341583,0.23942546546459198,0.5810384750366211,0.08578120172023773,0.697204053401947,0.6668473482131958,surprise,0.697204053401947
9780007158058,0.5385022163391113,0.5602476000785828,0.9875697493553162,0.1194935068488121,0.25006750226020813,0.06382092833518982,0.7848190069198608,fear,0.9875697493553162
9780007158522,0.023472104221582413,0.023272084072232246,0.024632221087813377,0.9007564783096313,0.09422855079174042,0.09371443092823029,0.8338419795036316,joy,0.9007564783096313
9780007162994,0.009751169010996819,0.04796593263745308,0.8840994834899902,0.5043529868125916,0.0280119888484478,0.22865954041481018,0.34728896617889404,fear,0.8840994834899902
9780007171996,0.5174718499183655,0.1668948382139206,0.8768419027328491,0.9422714114189148,0.8165399432182312,0.09577684849500656,0.6908671855926514,joy,0.9422714114189148
9780007173020,0.19007717072963715,0.2130044549703598,0.32180145382881165,0.14321479201316833,0.7279521226882935,0.07549585402011871,0.954045832157135,neutral,0.954045832157135
9780007179817,0.012589620426297188,0.010114822536706924,0.019481219351291656,0.09752290695905685,0.9034003615379333,0.09541920572519302,0.8107891082763672,sadness,0.9034003615379333
9780007179824,0.1139894500374794,0.24335597455501556,0.5673366785049438,0.8280108571052551,0.8726810216903687,0.7744976878166199,0.7966474294662476,sadness,0.8726810216903687
9780007189953,0.08142092823982239,0.18640950322151184,0.030354851856827736,0.6468941569328308,0.9164914488792419,0.030353033915162086,0.8130062222480774,sadness,0.9164914488792419
9780007190683,0.06486325711011887,0.6690466403961182,0.9270656108856201,0.34962907433509827,0.6140353679656982,0.5166487693786621,0.6585216522216797,fear,0.9270656108856201
9780007191925,0.010189363732933998,0.01632523164153099,0.0035989044699817896,0.8119083642959595,0.10591917484998703,0.20678719878196716,0.9097020030021667,neutral,0.9097020030021667
9780007195718,0.008302047848701477,0.01307091023772955,0.16717201471328735,0.6222312450408936,0.01734311878681183,0.03792421147227287,0.4818820655345917,joy,0.6222312450408936
9780007204441,0.16656023263931274,0.0913112461566925,0.8185415863990784,0.8541914224624634,0.16046133637428284,0.12337874621152878,0.7951062321662903,joy,0.8541914224624634
9780007204465,0.31523796916007996,0.12626948952674866,0.25771450996398926,0.7223426699638367,0.9577421545982361,0.05581541359424591,0.1916559487581253,sadness,0.9577421545982361
9780020264736,0.0032398344483226538,0.005998432170599699,0.9826518297195435,0.8798821568489075,0.006268077064305544,0.020818637683987617,0.07296701520681381,fear,0.9826518297195435
9780020360759,0.8629505634307861,0.05434479936957359,0.5524190664291382,0.19653764367103577,0.04535617679357529,0.061692554503679276,0.9249651432037354,neutral,0.9249651432037354
9780020442608,0.21244026720523834,0.5238714814186096,0.15975481271743774,0.0631713718175888,0.042794644832611084,0.21030883491039276,0.8851363658905029,neutral,0.8851363658905029
9780020867401,0.05883371829986572,0.07331307977437973,0.04019531235098839,0.9011361598968506,0.16030198335647583,0.07487813383340836,0.8451313376426697,joy,0.9011361598968506
9780024181909,0.007329923566430807,0.011031503789126873,0.0016117151826620102,0.1405448168516159,0.004492647480219603,0.00827480386942625,0.8267145156860352,neutral,0.8267145156860352
9780027897500,0.24126309156417847,0.18480275571346283,0.090423583984375,0.09061218053102493,0.15137158334255219,0.10766848176717758,0.9192541837692261,neutral,0.9192541837692261
9780029131695,0.7979863286018372,0.37168920040130615,0.14701160788536072,0.45173174142837524,0.136864572763443,0.09695903956890106,0.9348382949829102,neutral,0.9348382949829102
9780029221303,0.019808681681752205,0.023439936339855194,0.22351251542568207,0.0480966791510582,0.049976252019405365,0.07405847311019897,0.5611075162887573,neutral,0.5611075162887573
9780030547744,0.026382429525256157,0.14115801453590393,0.00383458798751235,0.17147919535636902,0.008643785491585732,0.011274394579231739,0.6372275352478027,neutral,0.6372275352478027
9780060000141,0.0848856270313263,0.023144250735640526,0.12832507491111755,0.5353890657424927,0.6434689164161682,0.10462629795074463,0.6966968178749084,neutral,0.6966968178749084
9780060001537,0.08139974623918533,0.8056828379631042,0.7442864775657654,0.885716438293457,0.03136824071407318,0.05463401600718498,0.9307787418365479,neutral,0.9307787418365479
9780060004507,0.009935739450156689,0.005489878356456757,0.023173457011580467,0.038008902221918106,0.012920158915221691,0.01640913262963295,0.8940627574920654,neutral,0.8940627574920654
9780060005696,0.020916232839226723,0.014694061130285263,0.019795985892415047,0.04107954725623131,0.025422099977731705,0.35583049058914185,0.9466322064399719,neutral,0.9466322064399719
9780060009427,0.03024757280945778,0.039172254502773285,0.41624075174331665,0.9794815182685852,0.008368602953851223,0.29397347569465637,0.7711896300315857,joy,0.9794815182685852
9780060012342,0.2938503324985504,0.37280136346817017,0.81770920753479,0.9670287370681763,0.05629267543554306,0.9677572846412659,0.8281217217445374,surprise,0.9677572846412659
9780060012380,0.073939248919487,0.04753926396369934,0.985776960849762,0.07327591627836227,0.5579471588134766,0.28635892271995544,0.7630773186683655,fear,0.985776960849762
9780060013134,0.27963072061538696,0.7657614350318909,0.383486270904541,0.030081313103437424,0.8720027208328247,0.6291309595108032,0.9588152170181274,neutral,0.9588152170181274
9780060084387,0.0057204305194318295,0.006847916636615992,0.004219588357955217,0.09910215437412262,0.009488614276051521,0.037456005811691284,0.8886864185333252,neutral,0.8886864185333252
9780060085445,0.0021821078844368458,0.0029461903031915426,0.15886591374874115,0.008855466730892658,0.7548341751098633,0.018782055005431175,0.053534068167209625,sadness,0.7548341751098633
9780060088743,0.02427172288298607,0.00839591771364212,0.11079104244709015,0.8999185562133789,0.009400720708072186,0.07949984073638916,0.7346687912940979,joy,0.8999185562133789
9780060090371,0.03963426128029823,0.05803656950592995,0.907193124294281,0.02968708798289299,0.06439842283725739,0.3147031366825104,0.8785910606384277,fear,0.907193124294281
9780060093747,0.015211212448775768,0.06116065755486488,0.9879109859466553,0.20414522290229797,0.03296567499637604,0.04051409289240837,0.7403708696365356,fear,0.9879109859466553
9780060094935,0.16302050650119781,0.10187480598688126,0.1393376737833023,0.7368839979171753,0.6055508255958557,0.10654260963201523,0.931505560874939,neutral,0.931505560874939
9780060099459,0.007102570962160826,0.008599461987614632,0.0027964822947978973,0.8996149301528931,0.13603992760181427,0.2260207235813141,0.5092476606369019,joy,0.8996149301528931
9780060175641,0.04256435111165047,0.17040568590164185,0.9786123037338257,0.028938425704836845,0.6974692344665527,0.9360527396202087,0.941387414932251,fear,0.9786123037338257
9780060177249,0.022231748327612877,0.009604232385754585,0.012829210609197617,0.323687881231308,0.01997021585702896,0.09383117407560349,0.5178455114364624,neutral,0.5178455114364624
9780060218058,0.10742679983377457,0.309662401676178,0.21781565248966217,0.8385013937950134,0.2516123056411743,0.11625228822231293,0.8778156042098999,neutral,0.8778156042098999
9780060245603,0.9609015583992004,0.2568219006061554,0.12277955561876297,0.9453065991401672,0.9898905754089355,0.2490188330411911,0.8237032890319824,sadness,0.9898905754089355
9780060256579,0.019719067960977554,0.08395016938447952,0.11105713993310928,0.022708376869559288,0.46990686655044556,0.01672426238656044,0.8632529377937317,neutral,0.8632529377937317
9780060256753,0.272273451089859,0.14649698138237,0.22873587906360626,0.9591009616851807,0.02651233598589897,0.1398622840642929,0.7910345196723938,joy,0.9591009616851807
9780060277406,0.01599007472395897,0.03709057345986366,0.01463229674845934,0.9178542494773865,0.04360581189393997,0.037820931524038315,0.9260879158973694,neutral,0.9260879158973694
9780060278427,0.011639317497611046,0.011454694904386997,0.022876271978020668,0.1160862147808075,0.041580650955438614,0.5053251385688782,0.8825499415397644,neutral,0.8825499415397644
9780060391539,0.03545861691236496,0.4140660762786865,0.3425039052963257,0.19979003071784973,0.18433883786201477,0.21045587956905365,0.7060484290122986,neutral,0.7060484290122986
9780060502959,0.009061926044523716,0.014694061130285263,0.9888416528701782,0.0047747367061674595,0.007482081186026335,0.014981239102780819,0.9466322064399719,fear,0.9888416528701782
9780060504083,0.0039524356834590435,0.047414381057024,0.018580900505185127,0.6817095279693604,0.8418763279914856,0.006768360733985901,0.9703608155250549,neutral,0.9703608155250549
9780060506049,0.5306764245033264,0.24515363574028015,0.9892423748970032,0.32688650488853455,0.9791101813316345,0.1498551368713379,0.8555506467819214,fear,0.9892423748970032
9780060507404,0.008876757696270943,0.03372165933251381,0.013796948827803135,0.8537981510162354,0.7009152770042419,0.07361306995153427,0.6545263528823853,joy,0.8537981510162354
9780060509057,0.07182011753320694,0.16784943640232086,0.9859127402305603,0.7381531000137329,0.9815409183502197,0.8373919129371643,0.2798284590244293,fear,0.9859127402305603
9780060510855,0.009061926044523716,0.014694061130285263,0.021207569167017937,0.8318760395050049,0.010475734248757362,0.030780795961618423,0.9466322064399719,neutral,0.9466322064399719
9780060510862,0.03534306213259697,0.04471512883901596,0.009864975698292255,0.44787120819091797,0.04645682871341705,0.3631807863712311,0.9466322064399719,neutral,0.9466322064399719
9780060511067,0.042742498219013214,0.3038053512573242,0.04333219304680824,0.8846266269683838,0.023984773084521294,0.08915948122739792,0.7712200284004211,joy,0.8846266269683838
9780060511104,0.8471950888633728,0.04372869431972504,0.25276920199394226,0.16878262162208557,0.7727963924407959,0.2179766595363617,0.8626032471656799,neutral,0.8626032471656799
9780060511111,0.017809228971600533,0.03051004931330681,0.04633031412959099,0.9440330862998962,0.054966047406196594,0.11948300898075104,0.8133864402770996,joy,0.9440330862998962
9780060511135,0.3523067235946655,0.20435801148414612,0.2815495729446411,0.4685150980949402,0.3654578626155853,0.8094470500946045,0.4683319330215454,surprise,0.8094470500946045
9780060512804,0.36228764057159424,0.12905633449554443,0.8879128098487854,0.7294455766677856,0.29766520857810974,0.3098836839199066,0.9267346262931824,neutral,0.9267346262931824
9780060515195,0.8837396502494812,0.01746189221739769,0.09616463631391525,0.45793744921684265,0.9071449637413025,0.9329463839530945,0.17007775604724884,surprise,0.9329463839530945
9780060515225,0.11794398725032806,0.28339552879333496,0.9783909916877747,0.7867702841758728,0.29629257321357727,0.28851160407066345,0.22937579452991486,fear,0.9783909916877747
9780060516055,0.5461119413375854,0.3293507695198059,0.47079989314079285,0.20653735101222992,0.12051836401224136,0.8899971842765808,0.8268259167671204,surprise,0.8899971842765808
9780060518653,0.11999478936195374,0.11439834535121918,0.05070046707987785,0.691506028175354,0.039792872965335846,0.1846558302640915,0.9057334661483765,neutral,0.9057334661483765
9780060519131,0.8976355791091919,0.15204401314258575,0.08847267180681229,0.3573440611362457,0.035224419087171555,0.13052596151828766,0.8883962631225586,anger,0.8976355791091919
9780060521226,0.14400017261505127,0.8710251450538635,0.886197566986084,0.03197934105992317,0.8148334622383118,0.008524633012712002,0.49107426404953003,fear,0.886197566986084
9780060521998,0.376665860414505,0.7325286269187927,0.14058679342269897,0.48566147685050964,0.07589368522167206,0.32455387711524963,0.9206299781799316,neutral,0.9206299781799316
9780060524937,0.11771015077829361,0.2309676855802536,0.19764818251132965,0.004427979700267315,0.34511831402778625,0.06508953124284744,0.9299394488334656,neutral,0.9299394488334656
9780060525101,0.8438442349433899,0.830046534538269,0.7097465395927429,0.7051733732223511,0.031178733333945274,0.15207615494728088,0.8512730598449707,neutral,0.8512730598449707
9780060525118,0.010270479135215282,0.010921981185674667,0.5258456468582153,0.07025938481092453,0.023538779467344284,0.35116297006607056,0.9299394488334656,neutral,0.9299394488334656
9780060527983,0.009694436565041542,0.025691790506243706,0.5050159096717834,0.9165074229240417,0.013635682873427868,0.10823812335729599,0.817501425743103,joy,0.9165074229240417
9780060527990,0.19778214395046234,0.8973140120506287,0.9889118671417236,0.020394355058670044,0.4187690019607544,0.10184934735298157,0.7620021104812622,fear,0.9889118671417236
9780060529574,0.1599740982055664,0.8867866396903992,0.055650174617767334,0.9152934551239014,0.2853008508682251,0.12697000801563263,0.9495540261268616,neutral,0.9495540261268616
9780060531041,0.029464220628142357,0.5394007563591003,0.13655564188957214,0.9117457270622253,0.15891556441783905,0.3211509883403778,0.7829052805900574,joy,0.9117457270622253
9780060535117,0.05915605649352074,0.017518676817417145,0.1230611652135849,0.8902683854103088,0.006420648191124201,0.15935732424259186,0.6281396150588989,joy,0.8902683854103088
9780060539092,0.8391687870025635,0.9276586174964905,0.9951882362365723,0.5423523783683777,0.9789561629295349,0.17383049428462982,0.7141574025154114,fear,0.9951882362365723
9780060540944,0.009161987341940403,0.004603787325322628,0.0056625474244356155,0.02564084157347679,0.02788320556282997,0.11745533347129822,0.874064564704895,neutral,0.874064564704895
9780060541835,0.37060871720314026,0.015447246842086315,0.5423445701599121,0.0047747367061674595,0.007482081186026335,0.014981239102780819,0.9466322064399719,neutral,0.9466322064399719
9780060541880,0.1436075121164322,0.050727348774671555,0.43967142701148987,0.041406381875276566,0.024184752255678177,0.02848861552774906,0.271914005279541,fear,0.43967142701148987
9780060543495,0.007841995917260647,0.05338528752326965,0.6568450331687927,0.005730048753321171,0.1685037910938263,0.0080411396920681,0.09965269267559052,fear,0.6568450331687927
9780060545840,0.021029455587267876,0.01084529422223568,0.05256025493144989,0.5604754686355591,0.011978947557508945,0.4552227556705475,0.7704468369483948,neutral,0.7704468369483948
9780060546571,0.031195512041449547,0.21646705269813538,0.6068503856658936,0.027467356994748116,0.02180354855954647,0.012058163993060589,0.08415795117616653,fear,0.6068503856658936
9780060548285,0.1801975518465042,0.6856778860092163,0.6694777607917786,0.0046087754890322685,0.12736356258392334,0.0056989542208611965,0.046849314123392105,disgust,0.6856778860092163
9780060554736,0.2849043011665344,0.23632219433784485,0.5321802496910095,0.20835953950881958,0.04332096874713898,0.4503730535507202,0.9257213473320007,neutral,0.9257213473320007
9780060556501,0.47579821944236755,0.14404457807540894,0.23289793729782104,0.8563036918640137,0.3956940174102783,0.626038670539856,0.9472780227661133,neutral,0.9472780227661133
9780060556525,0.014857221394777298,0.016638293862342834,0.005782937631011009,0.9520411491394043,0.008745968341827393,0.15908421576023102,0.9516226649284363,joy,0.9520411491394043
9780060564780,0.45742738246917725,0.2810656726360321,0.9135497808456421,0.05175789073109627,0.9582779407501221,0.10483717918395996,0.5706259608268738,sadness,0.9582779407501221
9780060566104,0.038880057632923126,0.053428903222084045,0.03393803909420967,0.12438726425170898,0.012488225474953651,0.3339349925518036,0.9626991152763367,neutral,0.9626991152763367
9780060566685,0.13752202689647675,0.571277916431427,0.368095725774765,0.27843356132507324,0.30763378739356995,0.49151426553726196,0.8328007459640503,neutral,0.8328007459640503
9780060567231,0.2329307645559311,0.26785334944725037,0.06982650607824326,0.05647389218211174,0.3822574317455292,0.030751341953873634,0.8779440522193909,neutral,0.8779440522193909
9780060570583,0.01789127290248871,0.06338333338499069,0.03466826677322388,0.2901153266429901,0.010925800539553165,0.15381747484207153,0.8225618004798889,neutral,0.8225618004798889
9780060572006,0.0801372155547142,0.16731365025043488,0.9768114686012268,0.0059281000867486,0.56642085313797,0.21087993681430817,0.15891243517398834,fear,0.9768114686012268
9780060572969,0.2965487837791443,0.190506711602211,0.2770046293735504,0.022762414067983627,0.14752395451068878,0.029228195548057556,0.8831217288970947,neutral,0.8831217288970947
9780060572976,0.3340733051300049,0.34502822160720825,0.8450798392295837,0.01745418831706047,0.036094777286052704,0.01922687515616417,0.870215654373169,neutral,0.870215654373169
9780060574215,0.014469129964709282,0.012112993746995926,0.008099321275949478,0.7949560284614563,0.00880432315170765,0.6145555973052979,0.894477903842926,neutral,0.894477903842926
9780060575816,0.007791233714669943,0.009437017142772675,0.7797871828079224,0.007326893042773008,0.02182103879749775,0.06662005931138992,0.10721656680107117,fear,0.7797871828079224
9780060577049,0.714011013507843,0.75349360704422,0.7829341888427734,0.9626775979995728,0.3847197890281677,0.22388729453086853,0.17104654014110565,joy,0.9626775979995728
9780060577865,0.005575643386691809,0.005553909111768007,0.007730473298579454,0.008272510953247547,0.00642138347029686,0.02013925462961197,0.9463068246841431,neutral,0.9463068246841431
9780060578114,0.2696440815925598,0.08408796042203903,0.8680033087730408,0.9079453349113464,0.9605435132980347,0.08323410153388977,0.5001252293586731,sadness,0.9605435132980347
9780060578121,0.3688625693321228,0.7752223610877991,0.5664572715759277,0.8906171321868896,0.5320231914520264,0.26172584295272827,0.7923929691314697,joy,0.8906171321868896
9780060580339,0.8286624550819397,0.4212138056755066,0.05149960517883301,0.8460437059402466,0.9866886734962463,0.39682769775390625,0.8820024728775024,sadness,0.9866886734962463
9780060582500,0.4415889382362366,0.6461394429206848,0.26270046830177307,0.7000389695167542,0.07770228385925293,0.7107354998588562,0.8572577238082886,neutral,0.8572577238082886
9780060584023,0.2137373983860016,0.4655159115791321,0.6568483710289001,0.3493003845214844,0.17129197716712952,0.15780098736286163,0.8889879584312439,neutral,0.8889879584312439
9780060584030,0.02849242277443409,0.008182607591152191,0.007567576598376036,0.41708287596702576,0.01702347956597805,0.3681092858314514,0.5346559286117554,neutral,0.5346559286117554
9780060584757,0.3193739652633667,0.3550340533256531,0.9616835713386536,0.4979216158390045,0.7428558468818665,0.746450662612915,0.7426524758338928,fear,0.9616835713386536
9780060586546,0.023972466588020325,0.3266255259513855,0.04205545783042908,0.9157472252845764,0.03045528195798397,0.5365241169929504,0.9449245929718018,neutral,0.9449245929718018
9780060587031,0.6462685465812683,0.04676727205514908,0.24707381427288055,0.0163132231682539,0.04484040290117264,0.6419882774353027,0.8509810566902161,neutral,0.8509810566902161
9780060589288,0.05883371829986572,0.07938835024833679,0.9069867730140686,0.770919680595398,0.9886975288391113,0.12416403740644455,0.8381621837615967,sadness,0.9886975288391113
9780060589462,0.023732619360089302,0.04078490659594536,0.07098574191331863,0.9387654662132263,0.019890354946255684,0.12670359015464783,0.665244996547699,joy,0.9387654662132263
